시각KST,종목,체결강도%,매수액,매도액,거래대금,체결수,메이저
2026-05-26 06:32:42,IN,80.4,4852702,6032012,10884714,21,
2026-05-26 06:33:43,IN,9999.0,5421,0,5421,1,
2026-05-26 06:34:43,IN,3567.0,12993860,364281,13358141,22,
2026-05-26 06:35:43,IN,0.0,0,11521973,11521973,23,
2026-05-26 06:36:43,IN,109.0,1456681,1336520,2793201,19,
2026-05-26 06:37:43,IN,278.9,2448019,877674,3325693,6,
2026-05-26 06:38:43,IN,9999.0,1587023,0,1587023,3,
2026-05-26 06:39:43,IN,1298.8,14824177,1141342,15965519,22,
2026-05-26 06:40:43,IN,25.4,4299109,16955538,21254647,27,
2026-05-26 06:41:43,IN,6.5,1914398,29409401,31323799,21,
2026-05-26 06:42:43,IN,18.4,2907647,15838601,18746248,32,
2026-05-26 06:43:43,IN,10.5,1172515,11114535,12287050,12,
2026-05-26 06:45:43,IN,113.6,8768000,7717973,16485973,20,
2026-05-26 06:46:43,IN,707.6,8215973,1161078,9377051,11,
2026-05-26 06:47:43,IN,26.9,2854010,10612797,13466807,15,
2026-05-26 06:48:43,IN,5.3,347133,6609091,6956224,9,
2026-05-26 06:49:43,IN,39.2,2283160,5831653,8114813,10,
2026-05-26 06:50:43,IN,53.4,1943265,3637809,5581074,18,
2026-05-26 06:51:43,IN,1.7,41400,2434539,2475939,9,
2026-05-26 06:52:43,IN,2759.9,8390786,304027,8694814,11,
2026-05-26 06:53:43,IN,9999.0,2063177,0,2063177,3,
2026-05-26 06:54:43,IN,9999.0,3801788,0,3801788,4,
2026-05-26 06:55:43,IN,9.5,171881,1805369,1977250,8,
2026-05-26 06:56:43,IN,0.3,5244,1950216,1955460,4,
2026-05-26 06:57:43,IN,9999.0,1973730,0,1973730,5,
2026-05-26 06:58:43,IN,2.0,132171,6613772,6745943,9,
2026-05-26 06:59:43,IN,385.2,2960100,768510,3728610,9,
2026-05-26 07:00:43,IN,3256.5,969880,29783,999663,7,
2026-05-26 07:01:43,IN,3.5,5244,147842,153086,2,
